Price,Close,High,Low,Open,Volume,MA250,MA50,MA100
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT,,,
Date,,,,,,,,
2005-07-26,17.798934936523438,17.938314987049434,17.791965734611235,17.92437658322503,51476400,,17.744297256469725,
2005-07-27,17.924367904663086,17.980120163727406,17.791957120159513,17.847709379223836,57977300,,17.747502899169923,
2005-07-28,17.945287704467773,18.01497840800295,17.88256620421008,17.945287704467773,44738700,,17.75154510498047,
2005-07-29,17.84771728515625,18.119509502334697,17.833778881906255,17.966191054302627,59524400,,17.750290718078613,
2005-08-01,18.063758850097656,18.15435582092678,17.952254272505154,17.98709895453803,61346800,,17.750290718078613,
2005-08-02,18.68399429321289,18.746715754266127,18.02890554547273,18.049811812997955,137510100,,17.765204391479493,
2005-08-03,18.990636825561523,19.116079776904037,18.62824637262517,18.649153974261953,139422400,,17.784717674255372,
2005-08-04,19.039419174194336,19.16486212075388,18.85125475435502,18.92791462819453,91461400,,17.8066003036499,
2005-08-05,19.3460636138916,19.471506601130034,18.99064225979586,19.018519069955275,82212400,,17.835173454284668,
2005-08-08,18.907007217407227,19.401809808339266,18.872162544896668,19.373933006939577,77207200,,17.852317123413087,
2005-08-09,19.060327529907227,19.17183208032311,18.823380027963704,18.96972925191989,64761800,,17.87015781402588,
2005-08-10,18.78156089782715,19.164857516460877,18.711870241010455,19.102136058249727,62818800,,17.886186561584474,
2005-08-11,19.00457763671875,19.025483911767672,18.739753299358828,18.80247478298411,48646800,,17.906536102294922,
2005-08-12,18.85125732421875,18.913978806048917,18.746721964248216,18.872164927908546,52006500,,17.92409797668457,
2005-08-15,18.96309471130371,19.081919910250008,18.655548235475134,18.8582492612175,45976600,,17.948914375305176,
2005-08-16,18.69049835205078,18.97008669442003,18.662540184405046,18.89320073350747,46894600,,17.969114990234374,
2005-08-17,18.837276458740234,18.977069914307656,18.634574148371893,18.746409446098596,52413100,,17.99030002593994,
2005-08-18,18.746410369873047,18.928143070929732,18.732430623672848,18.795338148391775,40861900,,18.011200828552248,
2005-08-19,18.676517486572266,18.809322441212053,18.662539070175157,18.767384525656126,36043500,,18.029170684814453,
2005-08-22,18.8093204498291,18.991053175574088,18.711464879498017,18.72544462759736,41691700,,18.050911598205566,
2005-08-23,18.781356811523438,18.921150252216712,18.690489808550133,18.760387195487652,48296700,,18.07376579284668,
2005-08-24,18.739425659179688,18.984065952349717,18.71845736728494,18.76039528425678,63645000,,18.095084533691406,
2005-08-25,18.893199920654297,18.93513783690977,18.767384838705556,18.80233288005473,39306300,,18.120872459411622,
2005-08-26,18.851259231567383,18.928146516482556,18.781363154206918,18.914166767737576,36774600,,18.148887939453125,
2005-08-29,18.977066040039062,19.032983677486534,18.739415747591913,18.739415747591913,52307700,,18.17941955566406,
2005-08-30,18.998050689697266,19.03299874081784,18.844276065128284,18.91417350055212,55163200,,18.20939514160156,
2005-08-31,19.137847900390625,19.17978716960373,18.9001987074311,18.9910644576936,65210200,,18.241609153747557,
2005-09-01,19.012022018432617,19.14482562038637,18.977072649616815,19.13783574662321,75974500,,18.272421798706056,17.9264347076416
2005-09-02,18.886207580566406,19.060950430868058,18.851258210596786,19.019011186904518,52047500,,18.297373008728027,17.941343708038332
2005-09-06,18.872224807739258,19.07492712152749,18.858245061992083,18.91416271179885,46089000,,18.325807800292967,17.95750234603882
2005-09-07,18.767383575439453,18.949116311223513,18.74641395213206,18.830291112179406,44656100,,18.352006301879882,17.97525249481201
2005-09-08,18.599620819091797,18.788341997003783,18.53671331539396,18.73242436407032,52552300,,18.37457092285156,17.99000503540039
2005-09-09,18.578662872314453,18.746415876446715,18.543714829730284,18.606622372927678,41515800,,18.396437644958496,18.004686965942383
2005-09-12,18.599620819091797,18.697476343429976,18.53671331539396,18.606610689856172,40550500,,18.42220806121826,18.021731967926026
2005-09-13,18.508758544921875,18.70447097661085,18.431872613300598,18.55069778018643,63422900,,18.44797317504883,18.03119918823242
2005-09-14,18.389938354492188,18.620598878138235,18.382948480056584,18.536723051275434,54969600,,18.467598571777344,18.041562366485596
2005-09-15,18.361976623535156,18.47381192641891,18.327027258145254,18.431874021132998,60357200,,18.49056743621826,18.051576442718506
2005-09-16,18.222190856933594,18.452851450065058,18.1522934247035,18.410913524000055,187384300,,18.51143753051758,18.061790504455566
2005-09-19,18.173263549804688,18.3619862220165,18.075407941924194,18.236171107208627,61832300,,18.525196266174316,18.069917449951173
2005-09-20,18.061416625976562,18.32702510583718,17.956571208483734,18.222179688344355,61043400,,18.533930435180665,18.080677337646485
2005-09-21,17.816776275634766,18.10335436978849,17.774838375636655,18.033456981003773,68281800,,18.533311614990236,18.083085861206055
2005-09-22,17.711931228637695,17.8936639099974,17.579126320493714,17.816776647411647,71314900,,18.529899063110353,18.084932250976564
2005-09-23,17.663009643554688,17.851732263374775,17.55816418804874,17.690967809537867,66396800,,18.52118724822998,18.085386276245117
2005-09-26,17.663009643554688,17.816782889417926,17.62107039480647,17.753875349477898,56203700,,18.514984169006347,18.08688232421875
2005-09-27,17.711931228637695,17.78881849122345,17.683971739267665,17.73290084566522,48797900,,18.513104820251463,18.08872871398926
2005-09-28,17.942594528198242,18.082389330850656,17.73989219767045,17.746882071121277,71019400,,18.507336502075194,18.09295118331909
2005-09-29,18.131317138671875,18.17325504625688,17.8237693722904,17.90065664718128,66807100,,18.50492435455322,18.099824962615966
2005-09-30,17.98453140258789,18.13830594330827,17.90065559236038,18.110346451111123,57644500,,18.49609191894531,18.10668981552124
2005-10-03,17.823762893676758,17.98452592530321,17.781825001335417,17.970546183462243,55341300,,18.494637145996094,18.111877498626708
2005-10-04,17.460308074951172,17.746886288629454,17.299544946923326,17.725917996475953,151666300,,18.485773887634277,18.112805461883546
2005-10-05,17.24363136291504,17.509240014159953,17.24363136291504,17.502251470575306,73684700,,18.47466781616211,18.10948253631592
2005-10-06,17.28555679321289,17.439331304552656,17.145763358482398,17.236629024398134,81724600,,18.461891593933107,18.104697246551513
2005-10-07,17.18770980834961,17.362452688602712,17.13878201518792,17.313524895441024,50768700,,18.44674003601074,18.099142570495605
2005-10-10,17.096839904785156,17.25061446692757,17.019953956896103,17.24362459290454,48880900,,18.43172248840332,18.091006603240967
2005-10-11,17.061893463134766,17.15974904224239,16.950058134673974,17.13179087671833,76567300,,18.411685180664062,18.080987949371337
2005-10-12,16.985010147094727,17.264599866815576,16.964041851343477,17.117815130643873,71294400,,18.3777054977417,18.071454944610597
2005-10-13,17.18770980834961,17.285565394672986,16.964039134934822,16.99199730252048,70192000,,18.34164695739746,18.063182315826417
2005-10-14,17.24363136291504,17.285569290336305,17.124806124235892,17.271589536801656,53846700,,18.305731201171874,18.056165752410887
2005-10-17,17.14577293395996,17.25760827747423,17.082865386585375,17.25061840185678,46924400,,18.261725387573243,18.048449420928954
2005-10-18,17.173725128173828,17.355457831451783,17.089849316311383,17.117807475871533,69328200,,18.227059745788573,18.03968843460083
2005-10-19,17.537195205688477,17.537195205688477,17.124801910176576,17.166739827277787,66574500,,18.1965970993042,18.03337745666504
2005-10-20,17.327505111694336,17.56515420870023,17.29255573479464,17.509236538843123,58830600,,18.16751598358154,18.02685127258301
2005-10-21,17.320512771606445,17.474286008535962,17.173728075879986,17.411378472250654,69431200,,18.133834686279297,18.02018539428711
2005-10-24,17.54417610168457,17.54417610168457,17.250608165858488,17.397391467180697,51868000,,18.107693061828613,18.015895519256592
2005-10-25,17.49525260925293,17.565148674666215,17.355457812062376,17.439334957013106,41310500,,18.078336219787598,18.013625297546387
2005-10-26,17.551172256469727,17.704945484312578,17.425357191333692,17.45331535404051,58178100,,18.055549697875975,18.012332344055174
2005-10-27,17.369447708129883,17.663015887228912,17.369447708129883,17.628066500917853,61566100,,18.02619312286377,18.008246574401856
2005-10-28,17.844741821289062,17.89366961009091,17.544183880726564,17.544183880726564,106559300,,18.00815975189209,18.009680290222168
2005-10-31,17.963560104370117,18.033456156778406,17.823765333190046,17.90065259065726,75122100,,17.993900604248047,18.01153564453125
2005-11-01,18.14529037475586,18.24314724210736,17.900651539331275,17.900651539331275,71370400,,17.980620002746583,18.015765800476075
2005-11-02,18.494779586791992,18.522739078158043,18.124325658465263,18.124325658465263,75067100,,17.974888458251954,18.024327125549316
2005-11-03,18.480802536010742,18.620596003595626,18.347997608600384,18.59263784335146,73421600,,17.969715995788576,18.03240026473999
2005-11-04,18.634578704833984,18.669526743975734,18.48779534061995,18.543713003156093,57464000,,17.964543571472166,18.042708015441896
2005-11-07,18.879215240478516,18.928143018862656,18.66253450769935,18.676512920679123,77104800,,17.96510269165039,18.05699531555176
2005-11-08,18.90716552734375,18.998032506379325,18.711454495294365,18.83027962183067,60091700,,17.963704681396486,18.071562118530274
2005-11-09,18.844268798828125,18.977073741605917,18.830290383679554,18.85824854715888,59562100,,17.9606290435791,18.085012092590333
2005-11-10,18.935138702392578,18.97707662056494,18.620600983143913,18.830293240370484,73314800,,17.956574859619142,18.09909200668335
2005-11-11,19.06793785095215,19.144823788626336,18.96309108771848,18.977070833907234,51945600,,17.95769317626953,18.115057487487793
2005-11-14,19.13083839416504,19.179766154788393,19.012013261287684,19.12384852362149,67152200,,17.962585792541503,18.129979400634767
2005-11-15,19.278059005737305,19.30610046063984,19.102803923866965,19.158885496581867,65081000,,17.970702476501465,18.148255138397218
2005-11-16,19.446306228637695,19.544448659257338,19.23600063814122,19.26404075956526,86277000,,17.98428092956543,18.168143615722656
2005-11-17,19.607542037963867,19.62857313338791,19.460328381266866,19.523420330448563,91351000,,18.00443935394287,18.189505138397216
2005-11-18,19.677640914916992,19.803824791238075,19.55846740251266,19.712692734500738,75431200,,18.02641891479492,18.21142827987671
2005-11-21,19.740737915039062,19.796819503663414,19.51641156054166,19.67764596070035,65794400,,18.049241256713866,18.235724658966063
2005-11-22,19.56547737121582,19.684650881212903,19.530426889430277,19.670630153662618,104253300,,18.070375633239745,18.259174404144286
2005-11-23,19.572484970092773,19.691658463254868,19.446301114145854,19.572484970092773,70541300,,18.094026565551758,18.28081256866455
2005-11-25,19.460325241088867,19.586509119090838,19.257028696065642,19.488365360039186,44082500,,18.11599353790283,18.303280487060547
2005-11-28,19.45332145690918,19.52342378363149,19.29909740779263,19.48136292243437,57517200,,18.140616149902343,18.326026840209963
2005-11-29,19.404245376586914,19.481358050405667,19.348163796652454,19.481358050405667,62220400,,18.16523578643799,18.34521602630615
2005-11-30,19.404245376586914,19.46733732114947,19.36919355344642,19.404245376586914,55904700,,18.192092361450197,18.36301139831543
2005-12-01,19.55145835876465,19.69867333677634,19.439295202703498,19.439295202703498,61006100,,18.226786003112792,18.380048809051512
2005-12-02,19.63558006286621,19.698672001008628,19.481356068012634,19.50238582266664,42319600,,18.265258979797363,18.397579021453858
2005-12-05,19.523412704467773,19.642586191139827,19.425268967914967,19.579494266602275,47517300,,18.302467041015625,18.4118271446228
2005-12-06,19.411258697509766,19.572493097240706,19.404248331814003,19.55847236584918,65980000,,18.337432022094728,18.426208095550535
2005-12-07,19.45332145690918,19.45332145690918,19.313116803464556,19.397239862949466,55583200,,18.372259826660155,18.44268232345581
2005-12-08,19.411258697509766,19.49538041167785,19.348166743338435,19.425278091810753,63931600,,18.401633110046387,18.45448480606079
2005-12-09,19.425275802612305,19.509398843957328,19.376204585615366,19.425275802612305,48467000,,18.427512283325196,18.46621831893921
2005-12-12,19.243017196655273,19.45332285484431,19.158894131125198,19.418272357509725,63757200,,18.452681999206543,18.47438695907593
2005-12-13,19.0186824798584,19.22898939786831,18.927550418017294,19.130846971717848,104285500,,18.476580390930177,18.485608768463134
2005-12-14,18.99064826965332,19.095801092836986,18.822403485141315,18.92755630832498,65076200,,18.50718719482422,18.496480541229246
2005-12-15,18.87146759033203,19.004661829204696,18.794354925128353,18.983630737670005,79018100,,18.539743919372558,18.507205867767333
2005-12-16,18.857446670532227,18.9836305442745,18.79435473366109,18.84342594298527,88542500,,18.571181716918947,18.516536655426027
2005-12-19,18.808382034301758,18.836423499195515,18.68219811646113,18.801371668078318,68680100,,18.603595161437987,18.525167598724366
2005-12-20,18.82941246032715,18.843431855182573,18.69621818102119,18.759310137687667,62960600,,18.638246612548826,18.534984550476075
2005-12-21,18.738283157348633,18.864467098409442,18.72426242232168,18.83642696544642,75800900,,18.671774406433105,18.541729793548583
2005-12-22,18.640132904052734,18.773327157018176,18.520959380260564,18.72425460491172,91276900,,18.704876861572266,18.541291179656984
2005-12-23,18.67518424987793,18.69621534460631,18.53498096295989,18.59106254514518,30689200,,18.73462635040283,18.538136653900146
2005-12-27,18.548995971679688,18.82239479016996,18.54198694551718,18.70322128905627,37819000,,18.760733642578124,18.533232421875
2005-12-28,18.499927520751953,18.689203345485662,18.471887400656367,18.584050555219246,35444400,,18.787816734313964,18.524771060943603
2005-12-29,18.415802001953125,18.5770363360436,18.408791639111364,18.513944407557766,34495500,,18.81265827178955,18.519859008789062
2005-12-30,18.331684112548828,18.443847275210462,18.296633625625958,18.331684112548828,49044600,,18.82854804992676,18.51257257461548
2006-01-03,18.81538963317871,18.927552802075628,18.296634642757862,18.401787446462414,79973000,,18.858305740356446,18.512910861968994
2006-01-04,18.90652084350586,18.98363352001158,18.766317557329547,18.766317557329547,57975600,,18.890025901794434,18.511930294036866
2006-01-05,18.9205379486084,19.018680363839533,18.864456377463448,18.899506858020242,48245500,,18.91755313873291,18.512623100280763
2006-01-06,18.864456176757812,18.927548110760892,18.57002759710682,18.850435449848217,100963000,,18.94493721008301,18.511636714935303
2006-01-09,18.82941246032715,18.976626134488527,18.759310137687667,18.87848368504761,55625000,,18.970502014160157,18.513025856018068
2006-01-10,18.92755126953125,18.94157199878073,18.640133005368558,18.682193856026668,64921900,,19.001664085388185,18.513928604125976
2006-01-11,19.13084602355957,19.200946988998275,18.857447177405838,18.93455984389666,70120700,,19.027386169433594,18.517772960662843
2006-01-12,19.02569580078125,19.10981884847608,18.90652226318302,19.102808483077304,45994800,,19.048628883361815,18.52126474380493
2006-01-13,19.060745239257812,19.10280608928931,18.93456135207301,18.948582081113614,41418000,,19.066937980651854,18.523778991699217
2006-01-17,18.9205379486084,19.060742545015838,18.857446013934062,18.857446013934062,58566600,,19.075453147888183,18.52517080307007
2006-01-18,18.808382034301758,18.91353485347207,18.717249947578328,18.745290075381444,52376200,,19.082004737854003,18.525860366821288
2006-01-19,18.941570281982422,19.09579427847738,18.822396768343975,18.836417496322667,60367600,,19.088144569396974,18.526344070434572
2006-01-20,18.513957977294922,18.93457069645705,18.408805131777132,18.93457069645705,79165900,,19.080839424133302,18.522971057891844
2006-01-23,18.471891403198242,18.598075313695936,18.436839574120793,18.51395226100062,47925600,,19.072133941650392,18.51791931152344
2006-01-24,18.422815322875977,18.54198883614113,18.380753139071658,18.464876169590088,63040700,,19.063704872131346,18.512166957855225
2006-01-25,18.506942749023438,18.626116299203844,18.387769198843028,18.51395311516236,59072100,,19.055140953063965,18.505857906341554
2006-01-26,18.577049255371094,18.731273333874274,18.443854942928258,18.6191101245827,69509300,,19.045323181152344,18.50150817871094
2006-01-27,19.481355667114258,19.593518813261465,19.060743200517145,19.088783318508863,134520700,,19.052333526611328,18.507459659576416
2006-01-30,19.628570556640625,19.754754438439186,19.474346555048083,19.502386674842064,103999200,,19.059343757629396,18.51502311706543
2006-01-31,19.73373031616211,19.89496473892724,19.53744539700133,19.5654855266997,94841300,,19.065092239379883,18.524686584472658
2006-02-01,19.6566104888916,19.677640242833384,19.460324317197323,19.600527579473106,68448800,,19.066073608398437,18.535256481170656
2006-02-02,19.404245376586914,19.621561331696643,19.313111973511962,19.607540602440444,55073400,,19.060605697631836,18.54351230621338
2006-02-03,19.306106567382812,19.418269748291117,19.165901922702137,19.264044371724257,75022700,,19.05191307067871,18.55057716369629
2006-02-06,19.04672622680664,19.30610438907305,18.99064464268018,19.285073293616712,60170500,,19.041538047790528,18.555956840515137
2006-02-07,18.88549041748047,19.03270406331816,18.794357014455894,18.892500782104694,72159500,,19.02779815673828,18.560912361145018
2006-02-08,18.864456176757812,18.98362968130917,18.724251581842058,18.93455847421569,51795200,,19.01588077545166,18.565937156677247
2006-02-09,18.689207077026367,18.948585259422636,18.682196711330196,18.89951269954942,52861700,,19.000598487854003,18.570607318878174
2006-02-10,18.710241317749023,18.85044464395739,18.584057388197962,18.661170086721558,52127000,,18.986718406677245,18.57597709655762
2006-02-13,18.499927520751953,18.717244802671516,18.464877036359905,18.668172252596268,46707000,,18.968632049560547,18.58036220550537
2006-02-14,18.682199478149414,18.703230578352624,18.471893824480258,18.51395468779594,58432900,,18.951246871948243,18.589016437530518
2006-02-15,18.907283782958984,18.942454387733292,18.639993894781192,18.71033376270842,62808900,,18.936680946350098,18.60096996307373
2006-02-16,18.8580379486084,18.92134366761966,18.68922314511864,18.886174420000426,48868500,,18.92337345123291,18.61292024612427
2006-02-17,18.780670166015625,18.858042799002774,18.682193832435665,18.759567807043958,41513200,,18.910761680603027,18.624096851348877
2006-02-21,18.66812515258789,18.794735269467598,18.527445456115746,18.794735269467598,50216100,,18.8950577545166,18.633658790588377
2006-02-22,18.79473304748535,18.893209360022027,18.61888411849519,18.661088827419846,43043100,,18.882727241516115,18.64218017578125
2006-02-23,18.75252914428711,18.91430983234582,18.668122412091616,18.80176662833795,47359100,,18.869272308349608,18.648392295837404
2006-02-24,18.731435775756836,18.808809768735777,18.654063124399357,18.703300632069062,44753800,,18.859040679931642,18.655861339569093
2006-02-27,19.026857376098633,19.174571203563314,18.759567541020285,18.815839155858946,51301500,,18.859204177856444,18.66789228439331
2006-02-28,18.90026092529297,19.202720235399298,18.90026092529297,18.956532580850205,65036100,,18.85739643096924,18.68229181289673
2006-03-01,19.09016227722168,19.132366992724307,18.956518036326553,18.977619052456802,53061200,,18.86177032470703,18.700757122039796
2006-03-02,18.97058868408203,19.062030910796672,18.92135118121476,19.005759287288175,41850300,,18.86403316497803,18.717607440948488
2006-03-03,18.942447662353516,19.104228362012087,18.80880209490382,18.858039582485045,45218800,,18.866714477539062,18.735154819488525
2006-03-06,18.928382873535156,19.097197722403404,18.87211125724574,18.93541699327398,53054100,,18.86869388580322,18.753470249176026
2006-03-07,19.033885955810547,19.06202242585127,18.85803704291823,18.92134275888912,51613900,,18.87460594177246,18.773190174102783
2006-03-08,19.16753387451172,19.343382809140266,18.97058258474422,18.984650821503518,57547400,,18.88515396118164,18.79501541137695
2006-03-09,18.99169158935547,19.28711795663252,18.99169158935547,19.181608827238154,45360700,,18.89148410797119,18.81305522918701
2006-03-10,19.11127281188965,19.14644208156824,18.90728729121324,19.033898808650786,41297200,,18.90272964477539,18.831731643676758
2006-03-13,19.069055557250977,19.195666982645356,18.949478249003025,19.11829303565531,40342600,,18.914112205505372,18.85096446990967
2006-03-14,19.153470993041992,19.258980114995175,18.984656129592643,19.019826731324553,39821800,,18.92886558532715,18.87076192855835
2006-03-15,19.244905471801758,19.308211187823797,18.99871672522947,19.13236227478941,57152000,,18.947130012512208,18.88783903121948
2006-03-16,19.181596755981445,19.32930917585172,19.146426173902434,19.230834229271537,73793700,,18.95445415496826,18.906379947662355
2006-03-17,19.343385696411133,19.455928924042382,19.18160497439385,19.237876588209474,120615000,,18.96319145202637,18.9266086769104
2006-03-20,19.617712020874023,19.688051882063792,19.46296539955354,19.484067760396847,67094100,,18.977134933471678,18.947344036102294
2006-03-21,19.5122013092041,19.849831005444848,19.469997932579297,19.5122013092041,73199600,,18.990089836120607,18.967513523101807
2006-03-22,19.097192764282227,19.343381524739435,18.851004003825018,19.047955280514948,145696100,,18.995445442199706,18.982973728179932
2006-03-23,18.886180877685547,19.062029859150734,18.75253527611805,19.04796161864442,73682900,,18.994618034362794,18.99814105987549
2006-03-24,18.998716354370117,19.13939467707911,18.724392484709977,18.787696857875563,69157600,,18.991975440979004,19.009680805206298
2006-03-27,18.998716354370117,19.202700391865406,18.99168223699156,18.998716354370117,59908600,,18.99143585205078,19.0200323677063
2006-03-28,18.921358108520508,19.139410561744537,18.858052341193883,18.99873212228012,58520500,,18.988648109436035,19.027793045043946
2006-03-29,19.005752563476562,19.132364006983707,18.935412723570277,18.95651507802842,53150300,,18.9903524017334,19.03290277481079
2006-03-30,19.153470993041992,19.266014235341558,18.991690249939026,19.012792610978174,54612000,,18.997254180908204,19.039629459381104
2006-03-31,19.139406204223633,19.371528192654626,19.139406204223633,19.202711957137264,62190500,,19.001210899353026,19.044677734375
2006-04-03,19.385589599609375,19.505166949928604,19.301182847396472,19.46296357382215,57605300,,19.018643531799317,19.049741477966307
2006-04-04,19.44186019897461,19.55440342379134,19.3222828549042,19.41372506358096,45470000,,19.038042907714843,19.055088424682616
2006-04-05,19.5122013092041,19.65288102011499,19.441861453748658,19.61067630186903,41539300,,19.059830627441407,19.061767749786377
